order_id,order_date,region,segment,category,product,customer_id,quantity,unit_price,discount,revenue,cost,profit
ORD-100544,2025-04-09,Northeast,Corporate,Technology,Monitor,C1181,6,200.0,0.2,960.0,690.36,269.64
ORD-100579,2025-04-09,West,Corporate,Furniture,Chair,C1144,4,117.81,0.0,471.24,275.89,195.35
ORD-100288,2025-04-09,South,Consumer,Office Supplies,Labels,C1078,3,38.18,0.0,114.54,77.09,37.45
ORD-101724,2025-04-09,South,Consumer,Office Supplies,Binders,C1164,4,32.18,0.2,102.98,56.12,46.86
ORD-100271,2025-04-09,Midwest,Home Office,Furniture,Chair,C1161,4,68.75,0.1,247.5,174.72,72.78
ORD-101568,2025-04-09,Northeast,Corporate,Technology,Monitor,C1038,6,10.46,0.05,59.62,37.69,21.93
ORD-100343,2025-04-09,South,Consumer,Technology,Monitor,C1149,1,324.17,0.2,259.34,160.61,98.73
ORD-100739,2025-04-09,Northeast,Consumer,Furniture,Table,C1291,7,230.69,0.15,1372.61,893.49,479.12
ORD-100256,2025-04-09,Northeast,Corporate,Furniture,Cabinet,C1170,3,183.99,0.05,524.37,337.68,186.69
ORD-100119,2025-04-09,West,Corporate,Office Supplies,Paper,C1144,7,34.63,0.0,242.41,142.64,99.77
ORD-100335,2025-04-09,Northeast,Corporate,Office Supplies,Storage,C1096,3,41.99,0.05,119.67,68.76,50.91
ORD-100012,2025-04-10,Midwest,Home Office,Furniture,Bookcase,C1093,6,201.1,0.15,1025.61,729.73,295.88
ORD-100477,2025-04-10,Northeast,Consumer,Technology,Keyboard,C1238,5,100.67,0.05,478.18,326.89,151.29
ORD-100568,2025-04-10,South,Consumer,Office Supplies,Labels,C1015,3,64.11,0.15,163.48,84.8,78.68
ORD-100487,2025-04-10,West,Consumer,Technology,Keyboard,C1072,4,518.96,0.05,1972.05,1014.92,957.13
ORD-101159,2025-04-11,South,Consumer,Office Supplies,Pens,C1298,3,63.32,0.0,189.96,98.24,91.72
ORD-100125,2025-04-11,South,Consumer,Technology,Headset,C1168,5,198.81,0.1,894.64,606.72,287.92
ORD-100509,2025-04-11,Northeast,Corporate,Office Supplies,Pens,C1023,2,35.52,0.2,56.83,30.09,26.74
ORD-100933,2025-04-11,South,Corporate,Technology,Laptop,C1102,6,247.26,0.1,1335.2,630.41,704.79
ORD-101013,2025-04-11,South,Corporate,Furniture,Desk,C1065,3,289.36,0.0,868.08,523.95,344.13
ORD-100201,2025-04-11,Midwest,Consumer,Furniture,Chair,C1083,6,239.44,0.0,1436.64,834.18,602.46
ORD-100410,2025-04-11,Midwest,Consumer,Furniture,Table,C1299,3,297.41,0.05,847.62,501.17,346.45
ORD-101425,2025-04-11,West,Corporate,Office Supplies,Labels,C1063,4,59.37,0.05,225.61,128.62,96.99
ORD-101421,2025-04-12,South,Consumer,Technology,Printer,C1097,5,207.42,0.25,777.82,568.21,209.61
ORD-100000,2025-04-13,South,Corporate,Office Supplies,Paper,C1051,1,60.67,0.0,60.67,35.64,25.03
ORD-101470,2025-04-13,Northeast,Consumer,Technology,Keyboard,C1092,4,413.67,0.0,1654.68,916.92,737.76
ORD-100007,2025-04-13,Northeast,Home Office,Furniture,Chair,C1236,7,89.66,0.15,533.48,362.98,170.5
ORD-100416,2025-04-13,West,Corporate,Office Supplies,Paper,C1137,7,52.51,0.1,330.81,186.56,144.25
ORD-100786,2025-04-13,Midwest,Consumer,Technology,Monitor,C1287,4,342.65,0.05,1302.07,935.58,366.49
ORD-100283,2025-04-14,West,Home Office,Office Supplies,Labels,C1281,5,71.03,0.0,355.15,144.69,210.46
ORD-101056,2025-04-14,West,Corporate,Office Supplies,Labels,C1040,6,52.56,0.05,299.59,159.51,140.08
ORD-101139,2025-04-14,West,Consumer,Furniture,Table,C1166,4,119.28,0.0,477.12,328.26,148.86
ORD-100368,2025-04-14,Northeast,Corporate,Office Supplies,Pens,C1061,4,69.32,0.05,263.42,122.24,141.18
ORD-101136,2025-04-14,Midwest,Consumer,Office Supplies,Paper,C1085,1,20.1,0.0,20.1,9.2,10.9
ORD-101069,2025-04-14,Northeast,Corporate,Technology,Monitor,C1014,4,236.38,0.0,945.52,683.75,261.77
ORD-101070,2025-04-14,South,Corporate,Technology,Laptop,C1041,2,336.1,0.05,638.59,378.86,259.73
ORD-101412,2025-04-14,West,Consumer,Furniture,Cabinet,C1013,1,206.13,0.0,206.13,132.75,73.38
ORD-100738,2025-04-15,West,Consumer,Office Supplies,Paper,C1050,3,72.34,0.15,184.47,88.39,96.08
ORD-101588,2025-04-15,Northeast,Corporate,Furniture,Cabinet,C1136,5,183.13,0.15,778.3,553.39,224.91
ORD-100531,2025-04-15,West,Consumer,Technology,Monitor,C1180,4,304.19,0.0,1216.76,1021.61,195.15
ORD-100065,2025-04-16,West,Consumer,Furniture,Bookcase,C1045,6,193.28,0.05,1101.7,563.52,538.18
ORD-100428,2025-04-16,Northeast,Home Office,Furniture,Cabinet,C1200,4,73.8,0.0,295.2,213.5,81.7
ORD-101148,2025-04-16,Northeast,Consumer,Furniture,Table,C1261,7,177.18,0.0,1240.26,751.48,488.78
ORD-100803,2025-04-16,Northeast,Consumer,Office Supplies,Storage,C1216,5,47.29,0.2,189.16,106.04,83.12
ORD-101554,2025-04-17,Northeast,Corporate,Technology,Laptop,C1092,6,346.96,0.05,1977.67,1281.86,695.81
ORD-100003,2025-04-17,West,Consumer,Technology,Keyboard,C1263,1,501.43,0.0,501.43,237.53,263.9
ORD-100867,2025-04-17,Northeast,Consumer,Furniture,Chair,C1095,4,137.45,0.0,549.8,438.42,111.38
ORD-101475,2025-04-18,Midwest,Consumer,Furniture,Chair,C1267,6,147.1,0.0,882.6,678.03,204.57
ORD-100165,2025-04-18,Northeast,Consumer,Technology,Printer,C1269,4,319.92,0.0,1279.68,645.64,634.04
ORD-100414,2025-04-18,West,Home Office,Office Supplies,Pens,C1125,3,44.54,0.25,100.22,70.46,29.76
ORD-101491,2025-04-18,Northeast,Corporate,Technology,Keyboard,C1078,6,152.25,0.0,913.5,613.61,299.89
ORD-101419,2025-04-18,South,Corporate,Office Supplies,Paper,C1101,1,44.21,0.25,33.16,18.52,14.64
ORD-100586,2025-04-19,Northeast,Consumer,Technology,Laptop,C1085,4,390.11,0.0,1560.44,1163.57,396.87
ORD-100922,2025-04-19,West,Consumer,Office Supplies,Binders,C1039,2,46.87,0.05,89.05,50.75,38.3
ORD-101331,2025-04-19,Midwest,Consumer,Office Supplies,Labels,C1022,1,57.77,0.0,57.77,23.8,33.97
ORD-101161,2025-04-20,Midwest,Corporate,Furniture,Table,C1115,3,209.74,0.05,597.76,422.01,175.75
ORD-100896,2025-04-21,West,Corporate,Office Supplies,Storage,C1291,6,48.58,0.05,276.91,120.88,156.03
ORD-100822,2025-04-21,West,Corporate,Technology,Printer,C1219,5,437.43,0.1,1968.44,1717.35,251.09
ORD-101389,2025-04-21,Northeast,Consumer,Office Supplies,Paper,C1233,1,41.61,0.0,41.61,21.84,19.77
ORD-101078,2025-04-21,South,Consumer,Technology,Monitor,C1243,4,580.07,0.1,2088.25,1070.54,1017.71
ORD-101138,2025-04-21,Northeast,Corporate,Technology,Headset,C1164,6,232.88,0.0,1397.28,947.74,449.54
ORD-100928,2025-04-21,West,Consumer,Office Supplies,Pens,C1094,4,61.95,0.05,235.41,137.77,97.64
ORD-100924,2025-04-21,Midwest,Consumer,Office Supplies,Storage,C1042,3,47.73,0.15,121.71,60.39,61.32
ORD-100926,2025-04-21,South,Consumer,Office Supplies,Pens,C1178,6,48.08,0.15,245.21,118.53,126.68
ORD-100778,2025-04-22,Midwest,Corporate,Office Supplies,Paper,C1194,1,82.05,0.15,69.74,47.48,22.26
ORD-100261,2025-04-22,South,Corporate,Furniture,Table,C1131,7,225.11,0.0,1575.77,1201.96,373.81
ORD-101284,2025-04-22,West,Home Office,Technology,Monitor,C1142,6,366.24,0.0,2197.44,1156.13,1041.31
ORD-100287,2025-04-22,Midwest,Corporate,Technology,Keyboard,C1113,5,456.35,0.1,2053.58,1261.77,791.81
ORD-100947,2025-04-22,West,Home Office,Technology,Headset,C1229,5,281.48,0.2,1125.92,552.68,573.24
ORD-100876,2025-04-23,West,Consumer,Office Supplies,Pens,C1216,1,22.05,0.15,18.74,11.84,6.9
ORD-101381,2025-04-23,Northeast,Consumer,Furniture,Table,C1054,7,154.46,0.1,973.1,662.23,310.87
ORD-101232,2025-04-23,Midwest,Home Office,Office Supplies,Binders,C1135,3,18.83,0.05,53.67,26.73,26.94
ORD-100195,2025-04-23,West,Corporate,Office Supplies,Binders,C1002,2,51.34,0.25,77.01,27.34,49.67
ORD-100282,2025-04-23,Midwest,Consumer,Technology,Printer,C1231,7,188.16,0.05,1251.26,921.47,329.79
ORD-101673,2025-04-23,South,Consumer,Office Supplies,Labels,C1147,3,60.64,0.05,172.82,75.66,97.16
ORD-100200,2025-04-23,West,Corporate,Technology,Monitor,C1115,1,521.16,0.0,521.16,301.38,219.78
ORD-100205,2025-04-23,South,Home Office,Office Supplies,Binders,C1065,6,23.12,0.0,138.72,73.99,64.73
ORD-100988,2025-04-23,South,Consumer,Technology,Keyboard,C1155,3,263.32,0.05,750.46,486.87,263.59
ORD-100202,2025-04-23,Midwest,Consumer,Office Supplies,Pens,C1158,5,53.57,0.1,241.07,154.7,86.37
ORD-101233,2025-04-24,Midwest,Corporate,Technology,Keyboard,C1103,7,290.81,0.0,2035.67,1168.83,866.84
ORD-100534,2025-04-24,South,Consumer,Technology,Printer,C1027,7,526.96,0.05,3504.28,2355.14,1149.14
ORD-101613,2025-04-24,Northeast,Home Office,Furniture,Cabinet,C1046,1,118.91,0.25,89.18,65.66,23.52
ORD-100361,2025-04-24,Midwest,Corporate,Office Supplies,Paper,C1092,4,37.48,0.0,149.92,97.41,52.51
ORD-101114,2025-04-25,South,Consumer,Technology,Laptop,C1126,4,368.52,0.0,1474.08,875.96,598.12
ORD-100530,2025-04-25,Northeast,Corporate,Office Supplies,Pens,C1104,1,46.39,0.05,44.07,31.33,12.74
ORD-101619,2025-04-25,West,Corporate,Furniture,Desk,C1027,3,149.32,0.0,447.96,320.15,127.81
ORD-101316,2025-04-25,Midwest,Corporate,Office Supplies,Binders,C1182,6,13.86,0.05,79.0,43.23,35.77
ORD-100280,2025-04-26,Midwest,Consumer,Technology,Monitor,C1258,6,415.58,0.0,2493.48,1470.62,1022.86
ORD-100345,2025-04-26,South,Corporate,Furniture,Bookcase,C1028,3,246.5,0.1,665.55,488.11,177.44
ORD-100177,2025-04-26,Midwest,Consumer,Furniture,Bookcase,C1114,3,266.63,0.0,799.89,664.47,135.42
ORD-100439,2025-04-27,Midwest,Home Office,Office Supplies,Labels,C1107,2,84.79,0.1,152.62,73.23,79.39
ORD-101787,2025-04-27,Midwest,Consumer,Technology,Monitor,C1097,3,212.48,0.15,541.82,370.97,170.85
ORD-101172,2025-04-27,South,Consumer,Technology,Headset,C1230,3,374.68,0.2,899.23,498.5,400.73
ORD-101461,2025-04-27,Midwest,Consumer,Technology,Monitor,C1074,2,394.93,0.0,789.86,556.46,233.4
ORD-101349,2025-04-27,West,Consumer,Furniture,Bookcase,C1153,3,238.57,0.05,679.92,519.23,160.69
ORD-100653,2025-04-27,Midwest,Home Office,Office Supplies,Binders,C1069,6,52.01,0.0,312.06,195.73,116.33
ORD-100451,2025-04-28,Northeast,Consumer,Technology,Laptop,C1139,5,425.11,0.0,2125.55,1156.81,968.74
ORD-101095,2025-04-28,Midwest,Corporate,Furniture,Bookcase,C1021,6,71.32,0.05,406.52,263.97,142.55
ORD-100982,2025-04-28,West,Corporate,Office Supplies,Labels,C1034,7,61.79,0.1,389.28,198.2,191.08
ORD-100769,2025-04-28,Northeast,Home Office,Technology,Headset,C1112,1,399.24,0.05,379.28,264.54,114.74
ORD-100971,2025-04-28,West,Home Office,Furniture,Table,C1106,2,186.51,0.15,317.07,219.5,97.57
ORD-101207,2025-04-28,Northeast,Consumer,Technology,Headset,C1269,6,348.11,0.0,2088.66,1366.7,721.96
ORD-100721,2025-04-29,Midwest,Consumer,Technology,Monitor,C1153,6,206.61,0.1,1115.69,703.5,412.19
ORD-101295,2025-04-29,South,Consumer,Technology,Keyboard,C1169,5,173.5,0.0,867.5,557.13,310.37
ORD-100905,2025-04-29,Northeast,Consumer,Technology,Monitor,C1085,6,333.97,0.0,2003.82,1247.16,756.66
ORD-101703,2025-04-30,West,Consumer,Technology,Monitor,C1086,4,311.07,0.0,1244.28,873.41,370.87
ORD-101581,2025-04-30,Midwest,Consumer,Office Supplies,Pens,C1197,4,41.02,0.05,155.88,78.0,77.88
ORD-101310,2025-04-30,Midwest,Consumer,Technology,Keyboard,C1137,1,283.64,0.1,255.28,158.08,97.2
ORD-100432,2025-04-30,South,Corporate,Technology,Keyboard,C1296,6,440.89,0.0,2645.34,1632.32,1013.02
ORD-100278,2025-04-30,Midwest,Consumer,Office Supplies,Storage,C1083,2,63.02,0.0,126.04,72.23,53.81
ORD-101271,2025-04-30,Midwest,Consumer,Furniture,Desk,C1166,6,290.19,0.15,1479.97,1093.24,386.73
ORD-100176,2025-05-01,Northeast,Consumer,Furniture,Cabinet,C1046,1,332.55,0.1,299.3,198.36,100.94
ORD-100862,2025-05-01,Northeast,Consumer,Furniture,Cabinet,C1040,2,211.62,0.2,338.59,219.4,119.19
ORD-101364,2025-05-02,Northeast,Home Office,Technology,Printer,C1291,7,332.12,0.0,2324.84,1348.29,976.55
ORD-100008,2025-05-02,West,Consumer,Office Supplies,Binders,C1094,7,62.45,0.0,437.15,188.3,248.85
ORD-100839,2025-05-02,Northeast,Corporate,Office Supplies,Labels,C1116,3,56.66,0.0,169.98,79.74,90.24
ORD-100591,2025-05-02,West,Consumer,Office Supplies,Binders,C1258,6,43.08,0.1,232.63,137.09,95.54
ORD-100611,2025-05-02,Midwest,Corporate,Office Supplies,Storage,C1277,7,39.27,0.2,219.91,132.28,87.63
ORD-100445,2025-05-02,Northeast,Home Office,Furniture,Table,C1261,2,186.39,0.05,354.14,211.46,142.68
ORD-100688,2025-05-02,South,Consumer,Office Supplies,Pens,C1150,4,52.16,0.0,208.64,96.17,112.47
ORD-100224,2025-05-03,Northeast,Corporate,Technology,Printer,C1038,7,346.29,0.0,2424.03,1027.78,1396.25
ORD-101092,2025-05-03,South,Consumer,Office Supplies,Pens,C1231,3,34.39,0.15,87.69,34.85,52.84
ORD-101590,2025-05-03,Northeast,Corporate,Furniture,Cabinet,C1016,2,193.95,0.0,387.9,278.88,109.02
ORD-101602,2025-05-04,West,Home Office,Office Supplies,Labels,C1265,1,53.68,0.25,40.26,21.7,18.56
ORD-100427,2025-05-04,Northeast,Home Office,Furniture,Bookcase,C1292,5,164.38,0.2,657.52,398.61,258.91
ORD-100235,2025-05-04,South,Consumer,Technology,Printer,C1233,4,261.69,0.0,1046.76,573.16,473.6
ORD-101060,2025-05-05,Northeast,Consumer,Office Supplies,Storage,C1152,7,40.83,0.0,285.81,145.79,140.02
ORD-100399,2025-05-05,Northeast,Home Office,Office Supplies,Paper,C1236,2,61.3,0.0,122.6,54.83,67.77
ORD-100450,2025-05-06,Northeast,Consumer,Furniture,Bookcase,C1205,4,213.96,0.05,813.05,571.49,241.56
ORD-100643,2025-05-06,West,Corporate,Office Supplies,Binders,C1289,2,65.03,0.0,130.06,80.71,49.35
ORD-100818,2025-05-06,Midwest,Corporate,Office Supplies,Labels,C1071,7,36.74,0.15,218.6,131.41,87.19
ORD-100912,2025-05-06,Northeast,Corporate,Furniture,Table,C1190,1,166.89,0.0,166.89,116.21,50.68
ORD-100213,2025-05-06,South,Home Office,Office Supplies,Labels,C1008,5,47.01,0.0,235.05,133.59,101.46
ORD-100638,2025-05-06,South,Consumer,Technology,Headset,C1293,7,392.4,0.0,2746.8,1975.53,771.27
ORD-100882,2025-05-07,Northeast,Home Office,Office Supplies,Paper,C1025,4,41.23,0.05,156.67,92.83,63.84
ORD-101147,2025-05-07,South,Consumer,Technology,Laptop,C1187,3,403.04,0.05,1148.66,821.4,327.26
ORD-100365,2025-05-07,West,Corporate,Furniture,Desk,C1284,5,126.27,0.0,631.35,420.41,210.94
ORD-100442,2025-05-07,Northeast,Consumer,Furniture,Table,C1260,4,36.09,0.15,122.71,73.83,48.88
ORD-101313,2025-05-08,South,Corporate,Technology,Keyboard,C1205,5,384.47,0.05,1826.23,1036.3,789.93
ORD-100304,2025-05-08,West,Corporate,Technology,Keyboard,C1275,7,390.52,0.05,2596.96,1802.8,794.16
ORD-101338,2025-05-08,Northeast,Consumer,Technology,Monitor,C1038,6,361.29,0.25,1625.81,1021.77,604.04
ORD-100248,2025-05-08,West,Consumer,Furniture,Bookcase,C1254,2,309.56,0.15,526.25,389.29,136.96
ORD-101184,2025-05-08,South,Consumer,Furniture,Chair,C1242,5,222.99,0.0,1114.95,590.77,524.18
ORD-100351,2025-05-08,South,Corporate,Technology,Headset,C1153,5,457.23,0.15,1943.23,1048.96,894.27
ORD-100170,2025-05-08,Midwest,Corporate,Office Supplies,Binders,C1000,3,46.05,0.0,138.15,77.53,60.62
ORD-100443,2025-05-09,West,Home Office,Office Supplies,Pens,C1105,3,28.94,0.0,86.82,52.33,34.49
ORD-100252,2025-05-09,West,Consumer,Office Supplies,Binders,C1258,3,41.12,0.1,111.02,51.1,59.92
ORD-101409,2025-05-09,Northeast,Corporate,Office Supplies,Pens,C1234,4,52.54,0.0,210.16,115.7,94.46
ORD-100099,2025-05-09,Northeast,Corporate,Office Supplies,Paper,C1110,1,64.45,0.0,64.45,33.15,31.3
ORD-101731,2025-05-10,Midwest,Consumer,Furniture,Chair,C1206,7,232.49,0.15,1383.32,1016.91,366.41
ORD-101367,2025-05-10,West,Consumer,Office Supplies,Binders,C1003,7,46.77,0.05,311.02,153.41,157.61
ORD-101112,2025-05-10,West,Corporate,Technology,Laptop,C1159,5,331.19,0.0,1655.95,1054.26,601.69
ORD-100214,2025-05-10,Northeast,Home Office,Technology,Printer,C1100,2,338.7,0.15,575.79,339.66,236.13
ORD-101009,2025-05-10,Midwest,Corporate,Furniture,Cabinet,C1186,3,330.9,0.0,992.7,649.77,342.93
ORD-100207,2025-05-10,West,Home Office,Furniture,Chair,C1009,3,145.5,0.0,436.5,238.08,198.42
ORD-101417,2025-05-11,Northeast,Consumer,Office Supplies,Binders,C1031,7,47.97,0.0,335.79,193.22,142.57
ORD-100275,2025-05-11,West,Consumer,Furniture,Desk,C1106,1,281.08,0.15,238.92,156.54,82.38
ORD-100041,2025-05-11,Northeast,Corporate,Office Supplies,Paper,C1144,2,17.25,0.0,34.5,17.31,17.19
ORD-101479,2025-05-11,West,Corporate,Furniture,Bookcase,C1284,6,249.44,0.05,1421.81,785.91,635.9
ORD-100015,2025-05-11,South,Corporate,Technology,Headset,C1231,4,452.64,0.1,1629.5,902.61,726.89
ORD-100126,2025-05-11,West,Consumer,Office Supplies,Binders,C1129,4,32.82,0.05,124.72,72.8,51.92
ORD-101241,2025-05-11,Northeast,Consumer,Office Supplies,Paper,C1070,4,46.42,0.15,157.83,75.88,81.95
ORD-101237,2025-05-12,West,Consumer,Furniture,Cabinet,C1054,5,150.58,0.0,752.9,534.09,218.81
ORD-100625,2025-05-12,Midwest,Consumer,Furniture,Table,C1076,4,202.93,0.1,730.55,657.5,73.05
ORD-101048,2025-05-12,South,Consumer,Office Supplies,Labels,C1083,3,26.12,0.05,74.44,38.0,36.44
ORD-100744,2025-05-13,Northeast,Corporate,Technology,Keyboard,C1035,5,375.93,0.0,1879.65,1159.71,719.94
ORD-100849,2025-05-13,Northeast,Corporate,Technology,Laptop,C1001,6,496.02,0.15,2529.7,2098.93,430.77
ORD-100806,2025-05-13,West,Consumer,Technology,Keyboard,C1142,5,228.38,0.0,1141.9,779.86,362.04
ORD-100980,2025-05-13,Northeast,Consumer,Furniture,Table,C1040,2,62.28,0.15,105.88,69.8,36.08
ORD-101144,2025-05-13,Northeast,Consumer,Furniture,Cabinet,C1119,5,358.5,0.15,1523.62,1169.02,354.6
ORD-100592,2025-05-13,Midwest,Consumer,Technology,Keyboard,C1046,3,401.24,0.0,1203.72,832.13,371.59
ORD-101651,2025-05-13,South,Consumer,Technology,Keyboard,C1184,6,306.48,0.15,1563.05,1084.98,478.07
ORD-100654,2025-05-14,South,Consumer,Furniture,Desk,C1219,3,190.33,0.0,570.99,431.17,139.82
ORD-101127,2025-05-14,Northeast,Consumer,Furniture,Bookcase,C1113,1,225.37,0.15,191.56,126.52,65.04
ORD-101717,2025-05-14,Northeast,Home Office,Furniture,Bookcase,C1291,5,199.85,0.0,999.25,860.52,138.73
ORD-101355,2025-05-14,South,Consumer,Technology,Keyboard,C1039,6,331.05,0.15,1688.36,1232.28,456.08
ORD-101073,2025-05-14,Northeast,Consumer,Technology,Laptop,C1261,2,465.18,0.1,837.32,496.19,341.13
ORD-100970,2025-05-14,Northeast,Corporate,Furniture,Bookcase,C1042,7,65.33,0.0,457.31,382.31,75.0
ORD-100162,2025-05-14,South,Corporate,Furniture,Desk,C1036,3,257.78,0.05,734.67,592.26,142.41
ORD-100043,2025-05-15,South,Corporate,Furniture,Desk,C1113,1,183.25,0.2,146.6,100.66,45.94
ORD-100110,2025-05-15,Midwest,Corporate,Technology,Printer,C1296,6,389.58,0.0,2337.48,1813.87,523.61
ORD-100302,2025-05-15,Northeast,Corporate,Furniture,Bookcase,C1084,2,151.44,0.0,302.88,226.13,76.75
ORD-101105,2025-05-16,Midwest,Home Office,Technology,Keyboard,C1268,2,365.33,0.0,730.66,406.23,324.43
ORD-100100,2025-05-16,Northeast,Consumer,Furniture,Chair,C1036,5,180.88,0.25,678.3,399.0,279.3
ORD-100692,2025-05-16,South,Corporate,Office Supplies,Paper,C1146,5,62.47,0.0,312.35,148.84,163.51
ORD-100617,2025-05-16,Northeast,Home Office,Technology,Monitor,C1185,3,382.71,0.0,1148.13,870.84,277.29
ORD-101592,2025-05-17,South,Corporate,Office Supplies,Paper,C1111,2,48.32,0.0,96.64,53.37,43.27
ORD-100956,2025-05-17,South,Corporate,Furniture,Table,C1167,6,157.38,0.0,944.28,561.29,382.99
ORD-101463,2025-05-17,Northeast,Consumer,Furniture,Desk,C1035,6,174.63,0.1,943.0,625.28,317.72
ORD-100182,2025-05-17,Midwest,Consumer,Office Supplies,Labels,C1210,4,22.96,0.05,87.25,42.37,44.88
ORD-101169,2025-05-17,South,Corporate,Technology,Laptop,C1004,1,364.59,0.1,328.13,164.79,163.34
ORD-101025,2025-05-17,Northeast,Consumer,Furniture,Desk,C1129,4,141.13,0.1,508.07,383.28,124.79
ORD-100808,2025-05-18,South,Home Office,Technology,Laptop,C1138,3,664.47,0.25,1495.06,938.15,556.91
ORD-101005,2025-05-18,West,Corporate,Furniture,Table,C1109,2,125.69,0.05,238.81,142.24,96.57
ORD-100102,2025-05-19,Northeast,Consumer,Office Supplies,Paper,C1012,3,23.91,0.0,71.73,42.45,29.28
ORD-100997,2025-05-19,Midwest,Consumer,Office Supplies,Labels,C1035,1,16.86,0.1,15.17,7.78,7.39
ORD-100989,2025-05-20,South,Home Office,Technology,Laptop,C1063,4,336.86,0.05,1280.07,808.21,471.86
ORD-100266,2025-05-20,Northeast,Corporate,Furniture,Cabinet,C1060,5,281.69,0.15,1197.18,785.34,411.84
ORD-101529,2025-05-20,West,Consumer,Furniture,Table,C1116,1,105.81,0.05,100.52,63.78,36.74
ORD-101499,2025-05-21,South,Consumer,Furniture,Bookcase,C1239,5,217.28,0.0,1086.4,614.74,471.66
ORD-100640,2025-05-21,Northeast,Home Office,Furniture,Chair,C1130,1,200.6,0.0,200.6,159.41,41.19
ORD-100607,2025-05-21,Midwest,Consumer,Technology,Headset,C1030,6,393.93,0.1,2127.22,1470.04,657.18
ORD-101135,2025-05-21,Midwest,Consumer,Technology,Laptop,C1059,4,486.83,0.2,1557.86,952.77,605.09
ORD-101216,2025-05-21,West,Corporate,Furniture,Desk,C1116,6,396.35,0.0,2378.1,1646.35,731.75
ORD-100993,2025-05-22,West,Corporate,Technology,Printer,C1025,4,534.21,0.1,1923.16,1372.89,550.27
ORD-100386,2025-05-22,West,Consumer,Furniture,Chair,C1282,1,125.18,0.25,93.88,67.79,26.09
ORD-101519,2025-05-22,West,Corporate,Technology,Monitor,C1237,7,99.4,0.0,695.8,360.44,335.36
ORD-100147,2025-05-23,Northeast,Consumer,Technology,Printer,C1201,6,181.69,0.0,1090.14,667.53,422.61
ORD-101064,2025-05-23,Midwest,Corporate,Office Supplies,Paper,C1179,2,59.13,0.25,88.7,48.11,40.59
ORD-100676,2025-05-23,South,Consumer,Technology,Laptop,C1240,1,240.6,0.0,240.6,148.29,92.31
ORD-101447,2025-05-23,Midwest,Corporate,Office Supplies,Storage,C1130,4,44.33,0.25,132.99,80.77,52.22
ORD-100387,2025-05-23,Midwest,Consumer,Technology,Laptop,C1233,4,74.94,0.1,269.78,160.45,109.33
ORD-100425,2025-05-24,South,Corporate,Office Supplies,Paper,C1210,5,48.89,0.0,244.45,125.92,118.53
ORD-100464,2025-05-24,South,Consumer,Technology,Laptop,C1156,5,210.21,0.05,998.5,425.61,572.89
ORD-101225,2025-05-24,South,Consumer,Technology,Monitor,C1099,5,516.78,0.05,2454.7,1152.6,1302.1
ORD-100577,2025-05-24,Northeast,Consumer,Furniture,Desk,C1005,4,177.36,0.0,709.44,603.69,105.75
ORD-100583,2025-05-24,West,Corporate,Technology,Monitor,C1176,1,453.82,0.15,385.75,214.23,171.52
ORD-100232,2025-05-24,South,Home Office,Furniture,Desk,C1289,3,219.44,0.05,625.4,378.13,247.27
ORD-100259,2025-05-24,West,Consumer,Furniture,Chair,C1084,7,359.76,0.0,2518.32,1418.52,1099.8
ORD-100680,2025-05-24,South,Home Office,Technology,Keyboard,C1233,7,307.4,0.1,1936.62,1190.97,745.65
ORD-100702,2025-05-25,West,Home Office,Technology,Headset,C1297,1,330.35,0.15,280.8,173.37,107.43
ORD-100915,2025-05-25,Midwest,Corporate,Technology,Keyboard,C1213,4,331.99,0.15,1128.77,625.39,503.38
ORD-100752,2025-05-25,Midwest,Consumer,Office Supplies,Binders,C1112,5,20.29,0.1,91.3,46.46,44.84
ORD-101761,2025-05-25,Northeast,Corporate,Furniture,Cabinet,C1002,6,137.49,0.05,783.69,577.8,205.89
ORD-100431,2025-05-25,West,Consumer,Office Supplies,Labels,C1082,6,86.98,0.0,521.88,252.67,269.21
ORD-101066,2025-05-25,South,Consumer,Office Supplies,Labels,C1067,4,36.75,0.1,132.3,75.89,56.41
ORD-100621,2025-05-25,Northeast,Corporate,Technology,Laptop,C1256,4,317.23,0.0,1268.92,965.16,303.76
ORD-101575,2025-05-25,Midwest,Corporate,Furniture,Bookcase,C1099,1,115.01,0.0,115.01,74.02,40.99
ORD-100923,2025-05-26,Midwest,Corporate,Office Supplies,Paper,C1167,2,50.08,0.2,80.13,38.41,41.72
ORD-100724,2025-05-26,Northeast,Corporate,Office Supplies,Pens,C1282,5,48.57,0.15,206.42,106.56,99.86
ORD-101337,2025-05-26,Northeast,Home Office,Technology,Monitor,C1016,4,435.53,0.1,1567.91,825.67,742.24
ORD-101522,2025-05-26,West,Consumer,Furniture,Table,C1085,7,266.06,0.05,1769.3,1267.04,502.26
ORD-100598,2025-05-26,Northeast,Consumer,Office Supplies,Paper,C1248,5,56.14,0.0,280.7,139.82,140.88
ORD-101745,2025-05-27,Midwest,Corporate,Technology,Monitor,C1038,4,362.85,0.05,1378.83,789.13,589.7
ORD-101283,2025-05-27,West,Consumer,Technology,Printer,C1105,5,354.61,0.0,1773.05,1238.73,534.32
ORD-100272,2025-05-27,Northeast,Corporate,Technology,Printer,C1298,6,133.66,0.2,641.57,362.9,278.67
